time,A_F,A_V,A_L,L_F,L_V,L_L,T_F,T_V,T_L,Action,name
1032953,131,1009,376,-300,944,252,233,1038,-29,0,S08
1032968,161,960,386,-236,925,292,184,980,-58,0,S08
1032984,202,980,346,-181,916,303,97,980,-58,0,S08
1033000,222,1000,316,-227,925,282,48,990,-97,0,S08
1033015,191,1019,306,-218,962,262,-19,1019,-67,0,S08
1033031,202,980,366,-172,981,242,-9,1047,-38,0,S08
1033046,232,960,346,-163,962,292,-9,1085,-97,0,S08
1033062,262,980,356,-118,972,303,29,1057,-87,0,S08
1033078,262,970,346,-81,990,292,97,1047,-67,0,S08
1033093,202,970,336,-118,953,272,106,1047,-48,0,S08
1033109,161,980,316,-200,916,252,223,1009,-97,0,S08
1033125,151,960,326,-300,907,232,145,1009,-48,0,S08
1033140,141,980,366,-345,888,242,155,961,-77,0,S08
1033156,141,980,366,-290,898,282,106,952,-77,0,S08
1033171,181,980,366,-254,898,272,67,952,-77,0,S08
1033187,212,921,376,-263,907,252,19,1000,-155,0,S08
1033203,191,980,336,-309,925,282,-58,1000,-155,0,S08
1033218,181,1000,336,-236,972,282,-48,1009,-126,0,S08
1033234,212,1029,306,-163,962,242,9,1000,-155,0,S08
1033250,252,970,287,-154,972,222,0,1019,-126,0,S08
1033265,191,970,376,-145,972,272,67,1028,-106,0,S08
1033281,212,1009,366,-254,925,282,145,1028,-135,0,S08
1033296,212,980,336,-372,888,333,165,1009,-58,0,S08
1033312,161,1019,376,-427,916,363,213,1019,-97,0,S08
1033328,131,1058,386,-363,916,343,174,980,-29,0,S08
1033343,212,1009,386,-263,944,272,97,980,-67,0,S08
1033359,222,1029,356,-254,1009,222,9,1000,-106,0,S08
1033375,252,1098,277,-327,1055,121,48,990,-165,0,S08
1033390,161,1156,207,-327,1055,121,48,1028,-155,0,S08
1033406,141,1147,207,-427,1000,111,116,1057,-184,0,S08
1033421,141,1225,217,-445,990,111,116,1028,-126,0,S08
1033437,131,1196,267,-390,1000,171,184,1047,-135,0,S08
1033453,121,1117,326,-390,1000,171,145,1009,-145,0,S08
1033468,202,931,356,-290,972,202,155,942,-174,0,S08
1033484,202,931,356,-172,925,252,58,914,-184,0,S08
1033500,424,911,326,-45,870,282,38,904,-174,0,S08
1033515,131,745,297,18,888,323,-58,895,-213,0,S08
1033531,-151,745,237,36,981,343,-116,942,-203,0,S08
1033546,-202,705,227,90,990,353,-135,1019,-203,0,S08
1033562,-141,784,267,45,981,303,-77,1028,-184,0,S08
1033578,-50,803,306,-45,953,282,-19,1114,-174,0,S08
1033593,20,892,306,-81,953,242,38,1142,-155,0,S08
1033609,40,960,217,-145,953,282,87,1095,-126,0,S08
1033625,40,960,217,-127,962,292,213,1057,-184,0,S08
1033640,80,1029,39,-109,898,323,87,1009,-126,0,S08
1033656,151,843,346,-118,962,131,19,971,-174,0,S08
1033671,222,960,366,-27,972,101,-29,942,-213,0,S08
1033687,494,980,306,27,907,121,-135,904,-194,0,S08
1033703,515,901,405,-36,833,121,-223,923,-174,0,S08
1033718,474,931,445,-72,861,181,-174,952,-165,0,S08
1033734,575,1058,524,-218,888,222,-77,971,-203,0,S08
1033750,717,1078,673,-418,944,161,-19,1038,-155,0,S08
1033765,1191,1127,564,-663,916,181,116,1057,-174,0,S08
1033781,959,980,366,-354,898,151,87,971,-29,0,S08
1033796,787,813,257,72,861,131,184,990,-233,0,S08
1033812,252,823,79,236,861,171,87,904,-174,0,S08
1033828,282,1058,-69,-90,944,161,0,923,-174,0,S08
1033843,90,1235,29,-518,1018,161,29,980,-106,0,S08
1033859,50,1019,247,-509,1000,141,-19,1104,-145,0,S08
1033875,80,911,475,-318,916,202,-67,1095,-155,0,S08
1033890,202,1000,495,-200,944,242,-9,1000,-165,0,S08
1033906,303,1039,326,-118,1027,222,38,961,-165,0,S08
1033921,252,1019,217,-100,1027,232,87,980,-145,0,S08
1033937,181,1049,227,-154,1037,181,174,1066,-135,0,S08
1033953,191,1000,287,-200,1009,212,106,1085,-58,0,S08
1033968,191,970,306,-200,990,212,252,1095,-135,0,S08
1033984,191,921,326,-172,925,262,97,1038,-48,0,S08
1034000,151,960,386,-263,888,272,116,980,-155,0,S08
1034015,161,950,356,-309,907,252,67,923,-155,0,S08
1034031,141,960,306,-281,916,242,38,914,-135,0,S08
1034046,181,1019,287,-318,916,202,38,914,-135,0,S08
1034062,181,1019,287,-281,962,181,9,961,-126,0,S08
1034078,212,1029,306,-209,981,212,-9,1047,-77,0,S08
1034093,222,990,326,-200,962,262,-9,1047,-77,0,S08
1034109,202,970,376,-218,962,262,19,1066,-58,0,S08
1034125,171,980,346,-236,916,323,87,1066,-58,0,S08
1034140,151,960,366,-254,916,292,97,1057,-58,0,S08
1034156,202,950,346,-254,916,292,106,1009,-87,0,S08
1034171,262,960,316,-245,907,262,213,1009,-97,0,S08
1034187,252,990,306,-218,944,212,67,980,-29,0,S08
1034203,242,970,297,-172,972,191,135,1009,-106,0,S08
1034218,202,941,346,-236,916,272,19,1009,-116,0,S08
1034234,202,970,356,-272,916,292,19,1009,-116,0,S08
1034250,191,1000,356,-245,953,303,29,980,-135,0,S08
1034265,222,990,306,-181,962,272,29,980,-135,0,S08
1034281,252,950,287,-109,962,252,77,1028,-116,0,S08
1034296,252,1000,297,-109,962,252,87,1038,-116,0,S08
1034312,252,1000,306,-145,990,242,87,1066,-77,0,S08
1034328,262,990,326,-145,990,242,87,1066,-77,0,S08
1034343,242,980,306,-209,953,262,252,1028,-155,0,S08
1034359,161,1009,346,-254,907,212,9,971,-87,0,S08
1034375,171,1088,376,-327,898,262,126,952,-174,0,S08
1034390,171,1098,356,-518,944,242,87,952,-116,0,S08
1034406,131,1137,316,-518,944,242,29,1038,-116,0,S08
1034421,90,1166,287,-500,953,191,58,1038,-165,0,S08
1034437,141,1176,148,-454,1027,151,9,1038,-194,0,S08
1034453,111,1147,178,-500,1037,101,77,1028,-155,0,S08
1034468,111,1147,227,-509,953,121,77,1000,-203,0,S08
1034484,151,1127,267,-336,990,181,106,961,-165,0,S08
1034500,151,1127,267,-218,962,262,126,952,-184,0,S08
1034515,212,1029,306,-90,916,272,155,933,-203,0,S08
1034531,333,950,326,-90,916,272,145,904,-165,0,S08
1034546,474,892,316,54,925,252,77,885,-184,0,S08
1034562,121,892,326,90,1009,272,38,952,-213,0,S08
1034578,-50,794,227,45,925,303,9,1000,-213,0,S08
1034593,-262,715,267,45,925,303,-58,1047,-203,0,S08
1034609,-262,715,267,-54,907,292,-116,1047,-213,0,S08
1034625,-181,686,366,-90,953,313,-48,1038,-242,0,S08
1034640,-121,784,346,-109,1037,303,19,1047,-213,0,S08
1034656,-30,872,336,-109,1074,262,48,1104,-223,0,S08
1034671,-131,960,217,-127,925,141,106,1095,-203,0,S08
1034687,181,852,346,-63,935,141,106,1038,-135,0,S08
1034703,50,931,356,-45,981,80,155,1000,-165,0,S08
1034718,202,960,336,-109,916,90,145,923,-126,0,S08
1034734,262,960,376,-163,861,80,58,923,-213,0,S08
1034750,353,1019,386,-209,907,131,19,876,-203,0,S08
1034765,484,1049,376,-245,907,151,-77,895,-203,0,S08
1034781,575,1098,336,-172,833,131,-87,885,-194,0,S08
1034796,666,990,277,-145,842,141,-145,895,-174,0,S08
1034812,727,911,366,-263,842,222,-106,942,-145,0,S08
1034828,1292,1058,138,-363,870,161,-48,1000,-165,0,S08
1034843,1292,1058,138,-272,916,202,19,1057,-135,0,S08
1034859,-272,911,118,245,1018,141,19,1114,-106,0,S08
1034875,222,774,435,-300,962,242,145,1190,-155,0,S08
1034890,-10,1127,465,-454,953,323,203,1114,-135,0,S08
1034906,212,1117,356,-445,981,282,87,1066,-145,0,S08
1034921,90,1000,287,-245,953,232,87,923,-135,0,S08
1034937,171,990,237,-163,925,191,38,914,-203,0,S08
1034953,181,1000,287,-127,990,191,-19,942,-116,0,S08
1034968,202,1039,277,-127,1074,151,-58,1057,-145,0,S08
1034984,242,1029,237,-90,1046,212,-19,1133,-87,0,S08
1035000,202,1029,247,-118,1009,272,0,1142,-29,0,S08
1035015,151,990,346,-154,953,292,87,1104,-77,0,S08
1035031,141,941,396,-200,907,333,106,1009,-67,0,S08
1035046,141,941,396,-300,898,272,252,923,-135,0,S08
1035062,111,921,386,-354,898,171,233,885,-77,0,S08
1035078,111,921,336,-381,870,131,203,895,-135,0,S08
1035093,141,970,316,-418,898,90,174,885,-77,0,S08
1035109,151,1000,297,-372,935,111,77,980,-87,0,S08
1035125,151,1019,267,-309,925,101,9,1028,-87,0,S08
1035140,151,1019,267,-309,925,101,-38,1047,-77,0,S08
1035156,131,1019,316,-272,907,212,-38,1038,-106,0,S08
1035171,121,960,405,-190,925,323,0,1028,-58,0,S08
1035187,151,960,405,-118,962,343,97,1085,-48,0,S08
1035203,242,980,356,-118,990,303,126,1133,-19,0,S08
1035218,252,970,326,-181,981,242,203,1114,-29,0,S08
1035234,212,980,316,-218,944,232,213,1019,-19,0,S08
1035250,181,980,356,-263,916,262,155,961,-87,0,S08
1035265,191,990,356,-218,953,282,126,961,-106,0,S08
1035281,222,970,336,-172,907,323,77,971,-126,0,S08
1035296,181,950,366,-245,898,323,-19,990,-58,0,S08
1035312,151,931,376,-336,870,303,-67,1009,-67,0,S08
1035328,161,970,366,-309,935,272,-38,1019,-106,0,S08
1035343,202,1019,336,-200,1000,232,-38,1019,-106,0,S08
1035359,242,1000,346,-90,972,222,19,1038,-106,0,S08
1035375,292,960,316,-90,953,212,77,1038,-67,0,S08
1035390,252,970,267,-190,935,373,145,1047,-77,0,S08
1035406,161,970,376,-281,879,333,135,1000,-77,0,S08
1035421,161,950,396,-372,870,292,194,980,-106,0,S08
1035437,222,941,376,-409,879,242,106,961,-135,0,S08
1035453,161,1019,306,-400,907,222,116,914,-116,0,S08
1035468,202,1029,316,-400,907,222,19,990,-135,0,S08
1035484,222,1068,316,-354,935,252,19,990,-135,0,S08
1035500,252,1098,297,-336,990,232,-38,1038,-116,0,S08
1035515,212,1098,297,-290,1000,212,-48,1047,-145,0,S08
1035531,202,1107,297,-190,1083,191,-29,1038,-165,0,S08
1035546,151,1147,316,-172,1129,181,38,1114,-165,0,S08
1035562,191,1166,287,-281,1101,191,145,1190,-145,0,S08
1035578,141,1088,277,-418,1027,181,194,1171,-126,0,S08
1035593,111,1019,257,-445,925,171,281,1047,-155,0,S08
1035609,232,1019,237,-390,851,171,194,904,-135,0,S08
1035625,262,970,277,-290,888,191,155,809,-194,0,S08
1035640,323,911,376,-136,898,191,87,761,-194,0,S08
1035656,323,911,376,-54,907,232,48,790,-194,0,S08
1035671,404,892,415,0,925,333,-19,895,-213,0,S08
1035687,40,862,287,9,972,343,-126,1047,-213,0,S08
1035703,-323,813,257,-81,953,292,-174,1104,-165,0,S08
1035718,-232,882,346,-163,962,282,-19,1085,-233,0,S08
1035734,-141,882,356,-236,1000,303,29,1066,-184,0,S08
1035750,-70,901,277,-227,972,272,97,1085,-165,0,S08
1035765,60,882,227,-145,953,242,194,1085,-203,0,S08
1035781,-40,882,207,-36,944,212,77,1038,-165,0,S08
1035796,-40,882,207,90,916,131,58,961,-165,0,S08
1035812,171,892,336,118,870,181,-9,923,-155,0,S08
1035828,282,911,445,-36,861,141,-116,933,-213,0,S08
1035843,636,911,663,-127,833,191,-155,847,-194,2,S08
1035859,818,1147,485,-327,824,333,-184,866,-203,2,S08
1035875,979,1215,574,-572,990,202,-58,914,-262,2,S08
1035890,1060,1147,485,-790,990,141,19,1028,-213,2,S08
1035906,848,911,326,-281,879,131,106,1104,-165,2,S08
1035921,848,911,326,72,861,191,97,1009,-97,2,S08
1035937,686,833,108,127,851,171,58,980,-165,2,S08
1035953,848,1029,-9,9,925,121,135,923,-165,2,S08
1035968,60,882,128,72,1027,202,29,1009,-97,2,S08
1035984,232,950,306,-127,1046,171,19,1095,-145,2,S08
1036000,212,1039,346,-172,1027,161,29,1114,-67,2,S08
1036015,212,1039,346,-245,1046,181,0,1085,-97,2,S08
1036031,202,1176,257,-254,1037,232,58,1019,-145,2,S08
1036046,222,1147,217,-209,1055,191,67,1019,-135,2,S08
1036062,161,1000,306,-100,953,232,116,1038,-174,2,S08
1036078,222,921,336,-100,944,252,145,1038,-184,2,S08
1036093,252,921,356,-127,944,252,174,1028,-126,2,S08
1036109,222,970,297,-281,953,222,135,1038,-19,2,S08
1036125,131,1000,297,-345,944,242,203,1057,-77,2,S08
1036140,161,1029,326,-336,925,222,174,1057,-29,2,S08
1036156,171,980,396,-327,888,262,135,1000,-48,2,S08
1036171,151,1000,376,-290,870,292,97,952,-58,2,S08
1036187,151,960,366,-318,879,313,77,923,-58,2,S08
1036203,161,1000,366,-354,888,313,38,923,-87,2,S08
1036218,191,1000,376,-318,916,323,-29,961,-67,2,S08
1036234,222,970,346,-218,935,282,-77,1009,-58,2,S08
1036250,232,960,316,-154,935,252,-9,990,-29,2,S08
1036265,212,921,356,-163,898,292,0,1019,-87,2,S08
1036281,212,960,346,-218,907,292,87,990,-87,2,S08
1036296,212,960,346,-272,916,242,135,1019,-67,2,S08
1036312,202,970,346,-263,925,252,184,1019,-106,2,S08
1036328,181,1000,326,-236,962,202,252,990,-116,2,S08
1036343,272,1000,306,-136,981,202,174,1028,-87,2,S08
1036359,232,1000,366,-109,990,282,145,1085,-135,2,S08
1036375,242,1049,396,-118,1027,323,87,1114,-106,2,S08
1036390,272,941,356,-154,944,242,9,1123,-184,2,S08
1036406,232,990,297,-236,972,151,-116,1009,-106,2,S08
1036421,242,1098,257,-318,1018,171,-116,1009,-106,2,S08
1036437,222,1147,237,-336,1074,161,9,990,-184,2,S08
1036453,131,1176,287,-372,1074,181,106,1047,-116,2,S08
1036468,181,1176,287,-436,1037,181,165,1114,-97,2,S08
1036484,171,1107,277,-427,990,191,174,1114,-116,2,S08
1036500,161,1058,237,-427,935,171,155,1085,-203,2,S08
1036515,161,1068,257,-472,888,212,155,952,-155,2,S08
1036531,131,1088,267,-472,888,212,106,885,-155,2,S08
1036546,151,1019,297,-427,888,262,126,838,-213,2,S08
1036562,242,950,326,-363,898,252,87,819,-184,2,S08
1036578,383,892,396,-290,842,262,67,819,-165,2,S08
1036593,383,901,405,-145,870,242,0,866,-174,2,S08
1036609,-40,823,257,-18,972,252,29,866,-174,2,S08
1036625,-313,617,277,209,1000,272,9,942,-194,2,S08
1036640,-373,568,366,172,981,262,38,1047,-223,2,S08
1036656,-262,696,306,36,916,313,48,1133,-223,2,S08
1036671,-80,843,178,36,916,313,58,1133,-223,2,S08
1036687,-30,882,217,18,944,303,38,1095,-213,2,S08
1036703,161,892,297,18,1018,232,48,1000,-145,2,S08
1036718,181,1019,326,-45,935,171,58,1000,-203,2,S08
1036734,222,1068,306,-118,916,111,58,961,-194,2,S08
1036750,313,1029,297,-172,935,101,58,961,-213,2,S08
1036765,545,1019,455,-118,916,70,38,952,-213,2,S08
1036781,818,1166,356,-172,870,121,0,933,-203,2,S08
1036796,1484,1205,396,-300,916,191,58,933,-194,2,S08
1036812,1575,1088,316,-554,925,121,58,933,-194,2,S08
1036828,1323,941,188,-363,898,161,19,961,-126,2,S08
1036843,151,950,-138,109,842,222,19,961,-126,2,S08
1036859,151,745,257,372,907,232,29,980,-174,2,S08
1036875,-50,1117,445,-109,981,161,67,1019,-126,2,S08
1036890,-50,1117,445,-581,972,333,29,1200,-135,2,S08
1036906,313,1009,386,-309,1055,262,29,1200,-135,2,S08
1036921,404,1000,207,-81,990,242,38,1104,-116,2,S08
1036937,252,1078,227,-109,1000,202,9,980,-135,2,S08
1036953,252,1078,227,-145,981,232,77,980,-135,2,S08
1036968,80,1098,346,-272,1027,282,77,980,-58,2,S08
1036984,101,960,356,-227,962,282,116,1038,-87,2,S08
1037000,171,921,316,-172,907,272,126,1057,-97,2,S08
1037015,272,950,346,-181,962,212,145,1028,-67,2,S08
1037031,212,990,297,-154,1018,161,126,1019,-67,2,S08
1037046,171,1000,287,-209,962,151,116,1019,-58,2,S08
1037062,171,1000,287,-290,935,161,116,1019,-77,2,S08
1037078,191,1009,356,-272,916,242,97,990,-67,2,S08
1037093,202,950,386,-254,925,303,58,990,-48,2,S08
1037109,181,941,396,-263,916,292,58,990,-48,2,S08
1037125,181,941,396,-309,879,363,19,1019,-87,2,S08
1037140,151,960,366,-281,916,363,9,1000,-19,2,S08
1037156,191,960,366,-263,935,323,29,1000,-77,2,S08
1037171,252,1000,336,-209,944,262,58,1038,-29,2,S08
1037187,262,990,287,-209,953,212,67,1038,-29,2,S08
1037203,212,1000,336,-181,953,202,126,1009,-48,2,S08
1037218,202,980,326,-145,962,262,116,1019,-77,2,S08
1037234,212,960,346,-163,925,282,135,1019,-87,2,S08
1037250,222,960,356,-254,916,292,97,1028,-67,2,S08
1037265,202,990,356,-318,916,282,58,1047,-67,2,S08
1037281,171,980,366,-345,870,262,38,1009,-67,2,S08
1037296,202,970,316,-300,898,222,38,1000,-106,2,S08
1037312,222,990,316,-209,972,171,29,1009,-116,2,S08
1037328,252,990,306,-163,925,181,-29,1000,-135,2,S08
1037343,242,1049,316,-209,953,202,77,942,-97,2,S08
1037359,242,1049,316,-272,1000,222,77,942,-97,2,S08
1037375,232,1127,316,-418,990,282,145,1028,-135,2,S08
1037390,30,1176,514,-527,1009,323,242,1114,-106,2,S08
1037406,80,1137,366,-536,990,323,242,1114,-106,2,S08
1037421,80,1137,366,-418,1009,232,194,1123,-165,2,S08
1037437,252,1029,99,-418,1009,232,155,1038,-174,2,S08
1037453,252,1029,99,-309,962,181,67,980,-155,2,S08
1037468,282,1009,188,-181,944,181,19,933,-174,2,S08
1037484,282,1009,188,-200,935,171,0,904,-184,2,S08
1037500,292,1000,257,-200,925,212,-38,895,-106,2,S08
1037515,393,941,306,-209,972,252,29,866,-174,2,S08
1037531,151,950,237,-127,962,272,19,885,-165,2,S08
1037546,151,950,237,-45,935,303,106,961,-184,2,S08
1037562,-50,823,326,9,1000,292,145,1057,-184,2,S08
1037578,-171,823,257,9,981,313,126,1104,-165,2,S08
1037593,-272,725,366,-36,944,303,106,1114,-213,2,S08
1037609,-222,794,386,-72,907,222,38,1038,-233,2,S08
1037625,-90,813,336,-63,925,242,-19,933,-165,2,S08
1037640,-131,862,297,-100,925,222,-48,971,-203,2,S08
1037656,-30,852,306,-36,935,212,-29,942,-184,2,S08
1037671,111,921,396,-100,870,151,-67,990,-174,2,S08
1037687,262,990,376,-109,916,161,9,923,-184,2,S08
1037703,444,1049,514,-63,944,141,19,961,-174,2,S08
1037718,626,1078,455,-209,935,212,58,1009,-203,2,S08
1037734,686,1088,524,-263,935,171,87,1000,-174,2,S08
1037750,1222,1215,455,-445,916,60,106,980,-145,2,S08
1037765,1505,1117,257,-536,935,101,106,980,-165,2,S08
1037781,1272,1029,-39,-227,907,222,48,1028,-155,2,S08
1037796,-131,813,-198,190,907,303,-29,1009,-97,2,S08
1037812,414,725,227,436,935,70,-67,1019,-106,2,S08
1037828,20,833,504,-200,870,373,-38,1047,-135,2,S08
1037843,272,892,603,-209,916,383,-9,1028,-116,2,S08
1037859,242,980,445,-209,944,414,0,1047,-116,2,S08
1037875,242,1137,198,-318,990,333,126,1009,-145,2,S08
1037890,161,1137,178,-418,1000,181,174,1009,-126,2,S08
1037906,111,1049,227,-354,1027,111,165,1019,-67,2,S08
1037921,181,950,326,-218,1000,121,233,1038,-135,2,S08
1037937,232,931,336,-81,944,232,174,1057,-116,2,S08
1037953,262,960,356,-54,944,282,106,1038,-126,2,S08
1037968,242,970,336,-163,953,313,48,1047,-87,2,S08
1037984,171,1000,336,-263,944,272,29,1028,-106,2,S08
1038000,171,1019,306,-300,953,181,29,1028,-67,2,S08
1038015,222,1009,297,-254,962,151,-19,1028,-38,2,S08
1038031,232,970,326,-227,953,202,-9,1019,-29,2,S08
1038046,202,990,366,-190,962,262,67,1019,-97,2,S08
1038062,202,990,346,-181,935,343,116,1000,-97,2,S08
1038078,202,970,356,-218,925,373,135,1057,-77,2,S08
1038093,161,970,366,-245,916,373,116,1057,-29,2,S08
1038109,202,950,356,-263,944,303,145,1019,-38,2,S08
1038125,242,950,346,-218,935,232,145,1000,-48,2,S08
1038140,232,990,326,-218,935,191,126,980,-77,2,S08
1038156,181,960,306,-227,916,161,126,933,-106,2,S08
1038171,181,960,306,-272,898,242,87,952,-67,2,S08
1038187,171,960,366,-318,898,282,87,942,-145,2,S08
1038203,191,950,366,-345,879,272,38,971,-97,2,S08
1038218,161,1000,356,-363,916,323,38,971,-97,2,S08
1038234,171,1058,366,-272,962,272,77,1028,-145,2,S08
1038250,232,980,346,-209,925,222,-9,1085,-135,2,S08
1038265,232,960,336,-90,1018,181,67,1028,-155,2,S08
1038281,262,1000,326,-100,1018,191,87,990,-145,2,S08
1038296,252,980,297,-100,1018,191,77,1057,-116,2,S08
1038312,262,1009,297,-190,972,232,184,1038,-116,2,S08
1038328,252,1000,336,-300,935,242,126,1019,-77,2,S08
1038343,191,1009,346,-381,898,242,135,1000,-165,2,S08
1038359,181,1029,346,-381,898,242,97,923,-135,2,S08
1038375,191,1049,316,-390,935,212,67,914,-155,2,S08
1038390,161,1166,247,-327,1009,181,67,942,-233,2,S08
1038406,121,1205,247,-454,1064,202,-9,1019,-174,2,S08
1038421,80,1156,287,-481,1018,181,-19,1066,-174,2,S08
1038437,40,1098,297,-463,953,222,9,1057,-203,2,S08
1038453,131,980,287,-336,962,252,58,1000,-203,2,S08
1038468,313,911,267,-118,898,222,77,942,-174,2,S08
1038484,414,764,396,100,907,202,77,933,-203,2,S08
1038500,101,735,306,218,1037,232,77,904,-155,2,S08
1038515,-121,666,207,300,1009,292,87,990,-203,2,S08
1038531,-161,647,306,163,861,272,38,1028,-174,2,S08
1038546,-191,745,336,-27,824,303,38,990,-223,2,S08
1038562,-40,715,277,-54,796,333,-58,971,-203,2,S08
1038578,282,1009,366,-27,851,272,-38,904,-145,2,S08
1038593,282,1009,366,-100,925,232,-48,933,-135,2,S08
1038609,696,1196,544,-181,916,212,-48,990,-135,2,S08
1038625,1515,1382,445,-645,1157,40,29,1028,-194,2,S08
1038640,1535,1549,-247,-627,1046,191,67,1095,-155,2,S08
1038656,-434,617,-89,-627,1046,191,155,1161,-155,2,S08
1038671,333,980,227,427,1092,-50,126,1142,-97,2,S08
1038687,131,931,376,136,925,10,135,1095,-126,2,S08
1038703,393,862,396,-118,972,242,194,990,-97,2,S08
1038718,333,892,366,-118,981,292,135,1009,-97,2,S08
1038734,363,882,257,-9,870,333,97,1009,-155,2,S08
1038750,212,941,257,-127,907,303,77,971,-135,2,S08
1038765,101,1039,306,-154,935,292,19,914,-116,2,S08
1038781,40,1049,346,-327,916,272,9,876,-116,2,S08
1038796,70,1068,346,-518,944,212,38,961,-184,2,S08
1038812,161,1058,297,-454,990,181,38,990,-135,2,S08
1038828,303,1029,217,-309,972,151,87,1038,-145,2,S08
1038843,232,1009,277,-218,935,121,126,1047,-135,2,S08
1038859,202,1009,356,-218,972,161,126,1038,-87,2,S08
1038875,191,960,346,-245,972,212,194,1057,-87,2,S08
1038890,191,960,346,-200,916,272,116,1047,-67,2,S08
1038906,222,901,257,-90,907,303,97,990,-116,2,S08
1038921,202,950,267,-81,925,272,19,980,-155,2,S08
1038937,212,1000,336,-163,981,242,-19,1009,-194,2,S08
1038953,181,1029,376,-354,1055,151,-58,1009,-135,2,S08
1038968,141,1137,306,-518,1027,90,0,1038,-126,2,S08
1038984,80,1156,257,-509,925,101,77,1038,-106,2,S08
1039000,10,1029,287,-472,888,151,77,1038,-106,2,S08
1039015,141,1029,396,-290,898,292,213,990,-116,2,S08
1039031,242,941,326,-72,907,353,184,933,-135,2,S08
1039046,303,833,287,-63,842,404,184,933,-135,2,S08
1039062,333,754,336,-36,805,353,97,885,-135,2,S08
1039078,303,745,405,-45,870,303,135,914,-165,2,S08
1039093,303,803,366,-18,879,212,29,933,-203,2,S08
1039109,323,803,316,-63,851,141,29,933,-203,2,S08
1039125,373,794,168,36,851,151,48,876,-145,2,S08
1039140,40,1509,297,-9,888,202,58,914,-155,2,S08
1039156,70,1372,386,-600,1231,272,58,914,-155,2,S08
1039171,80,960,336,-800,1194,101,145,1085,-135,2,S08
1039187,202,980,247,-427,1009,40,126,1304,-126,2,S08
1039203,202,980,247,-63,870,111,77,1266,-174,2,S08
1039218,323,941,257,36,935,191,58,1028,-203,2,S08
1039234,191,960,247,9,944,323,58,895,-174,2,S08
1039250,191,960,247,-181,972,353,58,961,-174,2,S08
1039265,151,1000,316,-345,953,373,48,1028,-106,2,S08
1039281,181,980,356,-336,916,323,38,1076,-135,2,S08
1039296,222,980,376,-245,953,292,48,1028,-135,2,S08
1039312,202,1156,356,-236,1027,313,77,1009,-213,2,S08
1039328,202,1156,356,-372,1000,272,58,980,-155,2,S08
1039343,131,1098,277,-572,953,-50,135,1009,-233,2,S08
1039359,161,980,198,-445,962,-121,126,980,-145,2,S08
1039375,181,1009,168,-72,1009,-40,213,980,-145,2,S08
1039390,181,990,188,136,1027,161,203,971,-126,2,S08
1039406,343,892,267,145,851,262,145,1009,-116,2,S08
1039421,363,735,415,63,824,363,174,1000,-203,2,S08
1039437,333,696,445,72,814,373,87,914,-135,2,S08
1039453,292,735,425,0,851,323,77,885,-174,2,S08
1039468,303,833,356,-136,833,343,38,866,-155,2,S08
1039484,20,1009,346,-436,990,222,0,904,-145,2,S08
1039500,70,1323,217,-745,1138,212,0,961,-155,2,S08
1039515,-10,1333,198,-745,1138,212,87,1047,-126,2,S08
1039531,40,1117,237,-681,1037,191,135,1171,-145,2,S08
1039546,161,1039,287,-336,879,272,135,1209,-165,2,S08
1039562,222,980,297,-154,953,313,106,1057,-135,2,S08
1039578,252,931,297,-154,953,313,67,980,-126,2,S08
1039593,252,872,306,-45,944,303,77,980,-174,2,S08
1039609,282,843,346,-27,907,272,58,952,-165,2,S08
1039625,232,921,396,-172,925,252,9,933,-116,2,S08
1039640,202,1019,366,-354,981,151,48,914,-184,2,S08
1039656,212,1039,366,-463,1000,-20,87,904,-135,2,S08
1039671,222,1000,336,-463,1000,-20,165,952,-87,2,S08
1039687,232,1009,198,-181,972,-10,233,1076,-145,2,S08
1039703,191,1058,158,-27,972,181,174,1095,-116,2,S08
1039718,161,990,306,-190,907,323,174,1066,-135,2,S08
1039734,191,901,366,-245,907,363,135,1009,-203,2,S08
1039750,242,872,346,-227,935,292,58,952,-165,2,S08
1039765,303,931,297,-127,935,242,77,904,-165,2,S08
1039781,282,931,237,-136,935,161,116,923,-165,2,S08
1039796,282,931,237,-90,925,101,106,942,-174,2,S08
1039812,262,911,237,-118,916,212,184,980,-174,2,S08
1039828,202,1019,316,-245,925,282,223,1000,-126,2,S08
1039843,191,980,376,-309,944,303,174,1009,-145,1,S08
1039859,191,980,376,-309,962,181,116,990,-155,1,S08
1039875,222,931,415,-200,972,171,126,971,-184,1,S08
1039890,343,931,306,-54,953,202,58,980,-165,1,S08
1039906,282,892,257,9,833,242,38,942,-155,1,S08
1039921,262,892,237,-63,879,292,38,952,-155,1,S08
1039937,202,1009,306,-245,1055,303,67,1000,-184,1,S08
1039953,111,1137,316,-363,1101,292,116,1066,-155,1,S08
1039968,121,1098,316,-354,981,202,116,1095,-38,1,S08
1039984,151,980,336,-300,907,151,106,1095,-194,1,S08
1040000,202,970,287,-272,925,141,252,942,-184,1,S08
1040015,232,970,257,-209,888,212,184,895,-145,1,S08
1040031,181,941,297,-236,944,141,58,904,-97,1,S08
1040046,272,921,366,-127,953,151,77,1009,-126,1,S08
1040062,282,931,326,-163,916,181,87,1047,-155,1,S08
1040078,232,941,326,-218,935,212,48,1038,-145,1,S08
1040093,181,1009,257,-272,925,212,67,1019,-223,1,S08
1040109,121,1098,257,-381,1027,212,67,1000,-203,1,S08
