time,A_F,A_V,A_L,L_F,L_V,L_L,T_F,T_V,T_L,Action,name
697.906,40,1000,287,-336,907,171,0,980,-184,0,S08
697.921,40,990,297,-327,925,171,58,961,-233,0,S08
697.937,-20,1019,277,-318,944,171,77,961,-223,0,S08
697.953,40,1098,267,-300,990,191,67,1019,-233,0,S08
697.968,70,1019,257,-263,972,151,9,1076,-223,0,S08
697.984,60,1019,247,-263,972,131,-29,1066,-223,0,S08
698.0,60,1009,247,-200,972,121,-77,1038,-203,0,S08
698.015,101,990,287,-200,944,161,-87,990,-233,0,S08
698.031,90,990,326,-200,944,202,-67,971,-233,0,S08
698.046,70,990,326,-245,944,222,-29,961,-223,0,S08
698.062,60,960,306,-309,870,232,9,971,-184,0,S08
698.078,30,950,306,-363,861,212,38,933,-174,0,S08
698.093,20,960,306,-381,898,171,38,933,-174,0,S08
698.109,50,990,297,-372,888,171,87,914,-203,0,S08
698.125,-40,1000,257,-336,888,161,116,904,-213,0,S08
698.14,-30,1098,257,-345,990,161,97,952,-223,0,S08
698.156,30,1078,267,-345,990,161,77,1009,-242,0,S08
698.171,30,1009,267,-300,990,161,9,1066,-223,0,S08
698.187,90,1000,267,-281,962,151,-58,1085,-203,0,S08
698.203,90,1000,267,-218,935,141,-106,1057,-233,0,S08
698.218,70,990,277,-181,925,181,-135,990,-213,0,S08
698.234,90,990,316,-209,944,222,-106,942,-203,0,S08
698.25,90,970,326,-236,925,252,-38,971,-213,0,S08
698.265,60,960,346,-290,907,232,9,961,-233,0,S08
698.281,30,970,326,-354,879,222,48,952,-203,0,S08
698.296,20,1009,237,-381,907,191,87,933,-194,0,S08
698.312,40,1019,247,-336,925,161,106,933,-203,0,S08
698.328,40,1019,247,-290,953,151,116,980,-223,0,S08
698.343,60,1009,237,-254,962,141,67,1000,-252,0,S08
698.359,40,1058,237,-236,981,131,19,1038,-242,0,S08
698.375,101,1009,247,-245,1009,131,-19,1047,-252,0,S08
698.39,101,1009,247,-190,972,151,-48,1076,-233,0,S08
698.406,101,980,267,-190,944,141,-97,1028,-223,0,S08
698.421,60,990,336,-181,935,212,-67,1000,-242,0,S08
698.437,80,970,306,-236,935,262,-29,971,-242,0,S08
698.453,70,931,316,-281,907,242,29,952,-223,0,S08
698.468,70,931,316,-300,861,252,48,952,-213,0,S08
698.484,40,960,306,-345,879,212,77,923,-184,0,S08
698.5,-10,1009,267,-363,907,171,87,923,-174,0,S08
698.515,20,1058,227,-336,898,161,77,942,-223,0,S08
698.531,20,1058,227,-354,990,131,97,952,-233,0,S08
698.546,10,1049,247,-309,990,101,48,1038,-242,0,S08
698.562,40,1058,257,-272,972,131,-19,1057,-233,0,S08
698.578,90,990,267,-209,953,131,-77,1038,-203,0,S08
698.593,90,990,267,-190,935,191,-97,1009,-213,0,S08
698.609,70,1000,306,-209,944,232,-106,1009,-242,0,S08
698.625,60,990,306,-254,935,242,-106,1009,-242,0,S08
698.64,60,990,316,-309,907,252,-106,961,-194,0,S08
698.656,40,1000,277,-345,916,202,-48,980,-223,0,S08
698.671,50,970,277,-354,888,191,0,971,-203,0,S08
698.687,70,960,277,-354,861,171,48,971,-174,0,S08
698.703,-60,1000,297,-318,944,181,67,942,-155,0,S08
698.718,-40,1127,277,-372,1018,171,67,914,-213,0,S08
698.734,50,1078,247,-327,990,141,77,1000,-233,0,S08
698.75,60,1000,247,-227,944,121,-48,1085,-242,0,S08
698.765,80,1029,267,-145,990,131,-48,1085,-242,0,S08
698.781,111,980,267,-136,925,191,-116,1038,-223,0,S08
698.796,80,990,306,-209,953,202,-126,971,-203,0,S08
698.812,80,990,297,-245,907,222,-77,952,-233,0,S08
698.828,80,960,306,-300,888,222,-19,952,-194,0,S08
698.843,50,980,287,-345,888,181,19,961,-194,0,S08
698.859,-20,1019,287,-390,916,202,77,971,-203,0,S08
698.875,-20,1078,267,-400,990,181,145,990,-203,0,S08
698.89,30,1039,257,-290,953,161,155,1009,-203,0,S08
698.906,80,960,257,-218,907,131,77,1028,-233,0,S08
698.921,60,970,277,-200,935,151,0,961,-213,0,S08
698.937,60,1009,287,-227,953,141,-87,961,-233,0,S08
698.953,80,980,277,-254,925,161,-106,1000,-223,0,S08
698.968,50,1000,277,-290,925,191,-106,1000,-223,0,S08
698.984,50,1009,316,-309,944,222,-106,1000,-203,0,S08
699.0,60,1029,316,-300,972,212,-116,1000,-184,0,S08
699.015,50,1019,297,-281,925,242,-58,1000,-165,0,S08
699.031,40,1000,287,-309,935,222,-9,1000,-184,0,S08
699.046,60,990,287,-309,935,181,38,1000,-184,0,S08
699.062,50,1000,257,-281,935,181,67,1000,-184,0,S08
699.078,50,1009,277,-281,935,161,97,990,-213,0,S08
699.093,50,1009,247,-290,953,131,97,980,-233,0,S08
699.109,30,1029,267,-263,962,131,67,971,-252,0,S08
699.125,60,1019,277,-236,944,161,19,1000,-242,0,S08
699.14,80,1000,267,-209,935,181,-9,1009,-233,0,S08
699.156,70,1009,297,-218,944,252,-48,1009,-213,0,S08
699.171,60,1000,316,-254,935,232,-58,1019,-213,0,S08
699.187,60,980,326,-281,916,242,-58,1019,-213,0,S08
699.203,40,970,306,-318,898,242,0,980,-184,0,S08
699.218,40,980,297,-318,898,242,19,961,-184,0,S08
699.234,50,1000,297,-336,907,171,58,942,-213,0,S08
699.25,40,970,267,-336,907,171,67,933,-203,0,S08
699.265,-10,1029,277,-318,898,161,48,961,-223,0,S08
699.281,20,1117,257,-318,962,161,29,971,-233,0,S08
699.296,50,1039,237,-336,1009,141,0,1000,-213,0,S08
699.312,60,1029,257,-245,981,121,-48,1085,-213,0,S08
699.328,80,1019,297,-190,944,161,-67,1066,-252,0,S08
699.343,80,980,297,-181,962,202,-58,1009,-213,0,S08
699.359,70,990,326,-200,935,232,-19,990,-213,0,S08
699.375,70,990,306,-236,925,222,9,990,-223,0,S08
699.39,70,990,306,-290,907,232,48,961,-203,0,S08
699.406,30,950,316,-309,851,212,67,942,-203,0,S08
699.421,60,950,306,-354,861,212,67,904,-203,0,S08
699.437,-20,960,287,-390,851,191,29,895,-203,0,S08
699.453,-20,960,287,-390,907,171,9,885,-233,0,S08
699.468,-20,1137,237,-390,1009,151,-9,961,-242,0,S08
699.484,-20,1137,237,-363,1009,141,-58,1076,-233,0,S08
699.5,60,1068,227,-227,1000,121,-77,1123,-242,0,S08
699.515,111,1009,237,-90,990,131,-67,1076,-194,0,S08
699.531,101,1000,277,-72,972,181,-58,1028,-213,0,S08
699.546,121,1009,267,-136,972,212,19,1019,-223,0,S08
699.562,101,980,297,-218,953,202,58,990,-233,0,S08
699.578,101,970,316,-254,898,212,77,980,-203,0,S08
699.593,80,960,336,-290,888,202,106,933,-203,0,S08
699.609,40,960,297,-354,888,202,106,866,-194,0,S08
699.625,0,1000,297,-400,898,181,77,876,-223,0,S08
699.64,-10,1019,287,-390,935,171,19,952,-233,0,S08
699.656,-10,1058,247,-327,944,161,-48,1000,-233,0,S08
699.671,40,1039,237,-290,953,131,-97,1057,-203,0,S08
699.687,30,1049,267,-209,962,151,-106,1076,-223,0,S08
699.703,111,1039,267,-154,990,181,-77,1057,-203,0,S08
699.718,111,980,267,-136,962,171,-38,1038,-203,0,S08
699.734,101,990,297,-209,935,202,29,1009,-203,0,S08
699.75,70,1000,306,-209,935,202,58,1000,-203,0,S08
699.765,50,970,306,-300,888,181,87,961,-203,0,S08
699.781,50,960,297,-327,888,151,67,914,-213,0,S08
699.796,30,960,287,-327,888,151,19,895,-213,0,S08
699.812,20,1009,267,-381,888,161,-19,904,-223,0,S08
699.828,-50,1019,247,-409,898,131,-58,961,-233,0,S08
699.843,-40,1078,267,-400,916,141,-106,1028,-233,0,S08
699.859,30,1058,267,-381,981,141,-106,1076,-213,0,S08
699.875,90,1000,277,-163,953,171,-77,1057,-203,0,S08
699.89,121,980,287,-163,953,171,-77,1057,-203,0,S08
699.906,101,1000,267,-136,972,202,-48,1047,-184,0,S08
699.921,70,1009,277,-163,944,202,0,1038,-213,0,S08
699.937,50,970,297,-245,916,202,38,980,-203,0,S08
699.953,70,1000,247,-272,898,191,48,961,-213,0,S08
699.968,40,1000,287,-318,925,171,29,923,-213,0,S08
699.984,20,1009,267,-363,907,151,9,914,-213,0,S08
700.0,-20,1009,277,-363,888,161,9,914,-213,0,S08
700.015,40,1039,267,-372,925,181,-58,980,-213,0,S08
700.031,40,1039,267,-327,990,161,-67,1038,-223,0,S08
700.046,70,1019,277,-245,953,151,-67,1038,-223,0,S08
700.062,101,980,287,-181,962,181,-67,1057,-213,0,S08
700.078,70,1009,306,-181,962,171,-48,1038,-184,0,S08
700.093,70,1009,306,-218,944,191,0,1019,-223,0,S08
700.109,60,990,277,-263,935,191,29,1000,-213,0,S08
700.125,40,1000,287,-281,916,161,48,952,-194,0,S08
700.14,-10,1009,277,-318,907,161,48,980,-223,0,S08
700.156,-20,1039,277,-354,916,171,29,933,-213,0,S08
700.171,20,1019,267,-381,925,151,9,942,-203,0,S08
700.187,20,1019,267,-345,925,171,-38,980,-223,0,S08
700.203,50,1009,277,-300,935,171,-58,971,-203,0,S08
700.218,50,1009,277,-254,925,191,-97,1009,-223,0,S08
700.234,70,1009,287,-227,972,161,-77,1019,-233,0,S08
700.25,70,1009,277,-218,953,161,-29,1019,-203,0,S08
700.265,70,1009,277,-245,953,161,9,1019,-194,0,S08
700.281,40,1019,287,-263,944,161,29,1019,-203,0,S08
700.296,30,1009,277,-290,944,202,48,990,-203,0,S08
700.312,40,990,287,-300,962,161,48,1000,-213,0,S08
700.328,40,990,287,-309,944,161,29,980,-213,0,S08
700.343,30,1019,257,-345,925,151,-9,990,-233,0,S08
700.359,20,990,277,-336,907,171,-19,961,-223,0,S08
700.375,40,1000,277,-300,898,181,-48,952,-223,0,S08
700.39,70,990,287,-272,925,171,-77,971,-223,0,S08
700.406,30,1000,287,-263,907,181,-58,980,-213,0,S08
700.421,50,1009,277,-272,944,191,-29,1009,-242,0,S08
700.437,30,1039,257,-281,972,181,-9,1009,-213,0,S08
700.453,60,1019,267,-263,962,202,19,1047,-213,0,S08
700.468,90,1009,267,-254,944,181,58,1038,-203,0,S08
700.484,60,1000,297,-236,935,161,48,1028,-184,0,S08
700.5,50,1000,277,-263,925,181,58,980,-203,0,S08
700.515,50,1009,277,-309,925,171,19,961,-213,0,S08
700.531,30,990,297,-327,925,191,9,961,-233,0,S08
700.546,60,990,287,-318,916,161,-19,961,-223,0,S08
700.562,40,1009,267,-300,898,191,-29,942,-203,0,S08
700.578,20,1019,297,-309,925,212,-58,971,-223,0,S08
700.593,50,1029,287,-300,972,191,-38,980,-194,0,S08
700.609,50,1019,287,-272,953,181,-19,1038,-213,0,S08
700.625,60,1019,267,-227,972,171,9,1047,-203,0,S08
700.64,60,1009,267,-227,972,171,58,1028,-174,0,S08
700.656,60,1009,267,-227,953,171,67,980,-184,0,S08
700.671,40,980,287,-245,935,171,67,990,-233,0,S08
700.687,30,1000,297,-327,925,161,48,952,-213,0,S08
700.703,50,1009,277,-327,925,161,19,961,-194,0,S08
700.718,30,1000,277,-318,907,161,-19,980,-203,0,S08
700.734,30,1000,277,-318,907,161,-48,961,-203,0,S08
700.75,30,1019,287,-318,916,202,-58,980,-203,0,S08
700.765,50,1009,297,-290,935,191,-58,1028,-233,0,S08
700.781,60,1019,277,-290,935,191,-38,1038,-223,0,S08
700.796,70,1009,287,-272,953,191,-19,1047,-223,0,S08
700.812,70,1009,277,-236,953,171,9,1009,-213,0,S08
700.828,70,1000,297,-245,944,212,19,990,-174,0,S08
700.843,40,990,287,-263,935,171,48,980,-213,0,S08
700.859,20,1009,287,-263,898,171,48,952,-194,0,S08
700.875,10,1009,287,-336,907,151,19,952,-213,0,S08
700.89,0,1009,267,-381,916,161,0,971,-233,0,S08
700.906,10,1000,277,-372,907,161,-38,980,-174,0,S08
700.921,20,1019,277,-363,925,141,-38,971,-194,0,S08
700.937,50,1019,277,-300,925,181,-58,1019,-223,0,S08
700.953,80,990,306,-254,962,191,-19,1028,-213,0,S08
700.968,60,1000,297,-200,944,191,0,1019,-194,0,S08
700.984,70,1009,306,-236,944,202,38,1028,-194,0,S08
701.0,40,1009,277,-254,972,181,48,1009,-194,0,S08
701.015,50,1000,287,-281,944,191,58,990,-184,0,S08
701.031,30,990,287,-281,925,212,48,961,-223,0,S08
701.046,20,1019,267,-318,925,161,0,952,-203,0,S08
701.062,10,1029,267,-354,935,181,9,971,-213,0,S08
701.078,40,1000,267,-327,944,151,-29,990,-203,0,S08
701.093,50,1009,267,-290,916,191,-48,1019,-203,0,S08
701.109,60,990,297,-290,935,181,-38,1009,-213,0,S08
701.125,50,990,306,-272,944,181,-9,1009,-194,0,S08
701.14,60,1009,297,-272,925,191,-29,1000,-184,0,S08
701.156,60,1009,297,-290,925,202,0,1000,-165,0,S08
701.171,30,1009,297,-300,935,202,9,980,-203,0,S08
701.187,30,1009,297,-327,925,151,9,980,-203,0,S08
701.203,10,1000,297,-336,907,171,0,1000,-184,0,S08
701.218,0,1029,267,-354,935,181,0,980,-213,0,S08
701.234,20,1019,267,-345,944,141,-9,980,-184,0,S08
701.25,40,1000,297,-290,925,161,-38,1009,-184,0,S08
701.265,50,990,297,-254,944,181,-48,1019,-213,0,S08
701.281,50,1019,306,-236,944,191,-19,1000,-203,0,S08
701.296,70,1000,287,-236,935,212,-19,1019,-213,0,S08
701.312,60,980,297,-263,953,191,19,1028,-184,0,S08
701.328,40,990,316,-281,935,181,38,1009,-203,0,S08
701.343,30,1009,297,-281,907,171,48,990,-194,0,S08
701.359,-10,1009,306,-327,925,171,48,961,-203,0,S08
701.375,-10,1009,306,-336,916,202,48,952,-203,0,S08
701.39,20,1029,287,-354,935,191,19,971,-194,0,S08
701.406,10,990,267,-309,925,181,9,1000,-203,0,S08
701.421,50,1019,257,-281,953,181,-9,980,-203,0,S08
701.437,50,1019,257,-263,944,181,-19,1009,-203,0,S08
701.453,40,1000,306,-245,925,181,-19,1019,-223,0,S08
701.468,60,1009,297,-254,935,212,-9,1019,-203,0,S08
701.484,80,990,306,-263,935,202,9,1019,-213,0,S08
701.5,50,1000,306,-281,925,202,0,990,-194,0,S08
701.515,20,1009,306,-290,935,181,19,990,-194,0,S08
701.531,30,1009,306,-300,916,191,38,971,-213,0,S08
701.546,20,1009,297,-336,953,141,38,980,-194,0,S08
701.562,0,980,287,-327,916,161,19,990,-194,0,S08
701.578,0,980,287,-327,898,171,9,980,-203,0,S08
701.593,30,1019,306,-327,925,161,-9,952,-213,0,S08
701.609,40,990,306,-309,907,191,-19,971,-203,0,S08
701.625,30,1000,316,-300,916,212,-19,1009,-213,0,S08
701.64,30,1000,326,-290,925,222,-9,990,-184,0,S08
701.656,60,1009,277,-272,944,212,-38,1009,-194,0,S08
701.671,60,1009,277,-263,916,222,-19,1019,-213,0,S08
701.687,40,1000,306,-272,953,202,19,990,-203,0,S08
701.703,60,1019,306,-272,953,202,38,1019,-184,0,S08
701.718,40,1009,267,-272,944,181,19,1009,-203,0,S08
701.734,40,1000,297,-263,916,181,38,1000,-194,0,S08
701.75,40,1009,277,-272,925,181,38,971,-184,0,S08
701.765,40,980,287,-281,935,191,19,980,-223,0,S08
701.781,40,990,297,-281,907,181,-19,980,-203,0,S08
701.796,50,1000,277,-309,925,181,-38,980,-194,0,S08
701.812,30,1000,297,-309,944,171,-29,971,-194,0,S08
701.828,10,1019,316,-318,916,202,-38,1000,-165,0,S08
701.843,30,1009,287,-336,925,202,-48,1019,-194,0,S08
701.859,30,1029,297,-336,944,222,-29,1019,-194,0,S08
701.875,50,1019,247,-290,944,181,-19,1038,-194,0,S08
701.89,30,1009,287,-281,935,181,19,1019,-203,0,S08
701.906,50,1000,287,-272,935,181,29,990,-203,0,S08
701.921,40,980,297,-281,925,171,29,980,-194,0,S08
701.937,30,990,306,-281,916,202,29,990,-213,0,S08
701.953,40,980,297,-300,916,191,0,961,-194,0,S08
701.968,30,990,306,-318,907,181,-19,961,-194,0,S08
701.984,20,990,306,-327,907,212,-29,971,-203,0,S08
702.0,40,1000,287,-345,944,181,-48,980,-203,0,S08
702.015,0,1009,287,-309,916,181,-48,1009,-174,0,S08
702.031,10,1039,267,-318,916,171,-48,1019,-184,0,S08
702.046,20,1029,277,-309,916,191,-29,1028,-194,0,S08
702.062,30,1029,287,-309,962,191,0,1038,-174,0,S08
702.078,60,1009,306,-263,962,181,38,1028,-203,0,S08
702.093,60,1009,297,-236,962,171,38,1028,-203,0,S08
702.109,60,1000,297,-218,953,202,48,1000,-213,0,S08
702.125,60,980,306,-245,944,181,58,971,-203,0,S08
702.14,60,980,316,-272,916,202,38,990,-203,0,S08
702.156,70,970,287,-300,907,191,-19,971,-213,0,S08
702.171,30,980,326,-309,907,171,-19,933,-194,0,S08
702.187,20,1000,287,-327,888,171,-58,952,-194,0,S08
702.203,20,990,287,-381,907,191,-48,971,-203,0,S08
702.218,0,1009,297,-354,916,171,-38,971,-155,0,S08
702.234,20,1029,277,-345,953,161,-48,1019,-165,0,S08
702.25,0,1049,277,-327,953,191,-19,1038,-213,0,S08
702.265,30,1039,277,-309,962,181,9,1047,-174,0,S08
702.281,60,990,287,-236,953,202,9,1047,-174,0,S08
702.296,70,970,306,-209,935,202,29,1038,-184,0,S08
702.312,40,990,297,-209,935,212,48,1019,-194,0,S08
702.328,70,970,306,-254,935,202,38,1000,-213,0,S08
702.343,60,960,316,-272,925,181,29,1000,-233,0,S08
702.359,50,970,297,-281,898,181,0,980,-174,0,S08
702.375,0,1000,306,-318,916,161,-9,961,-213,0,S08
702.39,30,990,287,-363,907,171,-48,961,-203,0,S08
702.406,30,970,287,-363,898,181,-29,933,-145,0,S08
702.421,0,1009,277,-354,907,161,-48,961,-184,0,S08
702.437,-20,1068,306,-354,944,191,-19,971,-174,0,S08
702.453,30,1068,287,-354,944,191,-9,1019,-184,0,S08
702.468,50,1009,267,-345,981,202,-9,1057,-174,0,S08
702.484,80,1009,267,-263,962,171,19,1057,-203,0,S08
702.5,70,990,316,-209,935,181,48,1047,-203,0,S08
702.515,80,1000,277,-200,953,212,58,980,-203,0,S08
702.531,40,1000,287,-227,953,202,9,1000,-233,0,S08
702.546,50,990,277,-263,916,191,0,980,-203,0,S08
702.562,20,960,306,-290,916,191,-19,980,-184,0,S08
702.578,10,990,287,-318,898,171,-19,961,-213,0,S08
702.593,0,1000,297,-363,888,161,-38,961,-203,0,S08
702.609,0,1000,287,-390,925,171,-29,952,-203,0,S08
702.625,10,1009,297,-372,916,212,-38,980,-184,0,S08
702.64,10,1009,297,-327,907,202,-58,990,-174,0,S08
702.656,10,1029,306,-327,962,202,-29,1028,-174,0,S08
702.671,30,1039,277,-281,953,212,0,1057,-233,0,S08
702.687,60,1019,287,-245,962,151,0,1038,-184,0,S08
702.703,40,1000,306,-245,944,171,19,1028,-203,0,S08
702.718,50,1009,267,-254,944,171,19,1000,-184,0,S08
702.734,40,1000,297,-272,935,161,19,961,-203,0,S08
702.75,40,1000,306,-272,916,181,-29,990,-233,0,S08
702.765,40,980,287,-300,907,181,-29,971,-184,0,S08
702.781,-10,980,306,-336,898,202,-58,961,-194,0,S08
702.796,-20,1019,306,-390,888,202,-19,961,-203,0,S08
702.812,20,1009,297,-400,925,202,-19,980,-174,0,S08
702.828,50,1009,277,-336,944,171,-9,990,-165,0,S08
702.843,50,1009,297,-272,925,202,9,1009,-184,0,S08
702.859,50,1019,277,-254,953,191,19,1009,-165,0,S08
702.875,50,1019,277,-245,962,191,19,1019,-184,0,S08
702.89,30,1009,306,-272,944,181,19,1028,-184,0,S08
702.906,30,1019,287,-290,944,181,0,1009,-194,0,S08
702.921,30,970,306,-281,935,181,0,1000,-213,0,S08
702.937,30,970,306,-281,916,171,-29,980,-203,0,S08
702.953,10,1000,297,-318,935,181,-77,980,-194,0,S08
702.968,0,1009,287,-345,907,191,-58,971,-213,0,S08
702.984,0,1019,287,-372,916,191,-38,952,-203,0,S08
703.0,0,1019,287,-354,907,181,-48,980,-174,0,S08
703.015,30,990,297,-345,925,181,-9,1000,-194,0,S08
703.031,30,1000,297,-309,935,191,9,990,-194,0,S08
703.046,30,1019,277,-290,925,181,29,1019,-184,0,S08
703.062,20,1019,277,-281,953,191,19,1019,-203,0,S08
703.078,20,1019,277,-281,953,202,9,1009,-194,0,S08
703.093,40,1000,287,-272,944,171,-19,1009,-194,0,S08
703.109,30,1019,297,-272,953,181,-48,1009,-203,0,S08
703.125,40,1029,277,-281,935,181,-58,1019,-223,0,S08
703.14,30,980,297,-309,935,191,-38,1000,-233,0,S08
703.156,40,1000,306,-300,907,202,-9,961,-203,0,S08
703.171,30,980,316,-318,916,191,0,971,-184,0,S08
703.187,30,970,336,-309,916,202,19,961,-184,0,S08
703.203,30,980,297,-290,888,202,38,971,-165,0,S08
703.218,20,990,306,-309,907,191,38,952,-165,0,S08
703.234,50,1009,297,-327,944,161,58,990,-194,0,S08
703.25,20,990,297,-327,898,171,38,980,-184,0,S08
703.265,-20,1029,297,-354,935,171,9,980,-184,0,S08
703.281,10,1068,257,-318,962,161,-29,1009,-213,0,S08
703.296,50,1009,267,-290,944,171,-58,1028,-194,0,S08
703.312,40,1000,297,-254,916,181,-87,1028,-184,0,S08
703.328,40,1000,306,-245,935,191,-77,1000,-223,0,S08
703.343,40,990,316,-263,935,222,-9,971,-203,0,S08
703.359,50,990,316,-290,925,191,9,990,-184,0,S08
703.375,40,980,316,-309,925,202,48,990,-184,0,S08
703.39,20,1000,316,-327,935,191,67,1000,-174,0,S08
703.406,30,990,306,-318,907,202,77,1000,-174,0,S08
703.421,20,990,306,-327,925,191,67,971,-174,0,S08
703.437,0,1019,306,-327,925,171,9,971,-203,0,S08
703.453,10,1009,287,-327,925,202,-9,990,-213,0,S08
703.468,10,1019,277,-345,953,171,-67,1000,-194,0,S08
703.484,40,1019,297,-290,953,161,-67,1000,-194,0,S08
703.5,60,990,316,-263,935,181,-77,1038,-213,0,S08
703.515,60,990,316,-236,962,181,-77,1038,-213,0,S08
703.531,80,970,326,-245,935,222,-38,1000,-184,0,S08
703.546,50,1000,316,-281,916,171,0,990,-194,0,S08
703.562,50,980,306,-327,907,181,67,980,-184,0,S08
703.578,-30,1000,316,-345,907,191,77,971,-165,0,S08
703.593,0,1019,316,-363,916,181,58,990,-174,0,S08
703.609,0,990,316,-354,916,202,19,980,-165,0,S08
703.625,20,1000,297,-327,925,171,-19,1000,-174,0,S08
703.64,10,1019,316,-300,935,181,-48,1000,-194,0,S08
703.656,40,990,297,-300,925,181,-58,1028,-203,0,S08
703.671,50,990,306,-300,944,202,-58,1028,-203,0,S08
703.687,40,1000,306,-254,944,181,-38,1028,-184,0,S08
703.703,40,990,326,-227,916,212,-9,1009,-165,0,S08
703.718,60,990,297,-263,935,212,0,1009,-174,0,S08
703.734,40,980,326,-281,925,212,67,980,-165,0,S08
703.75,20,980,336,-318,898,202,48,990,-174,0,S08
703.765,20,990,297,-318,898,202,48,990,-174,0,S08
703.781,20,990,297,-354,916,171,29,990,-194,0,S08
703.796,0,1000,297,-354,907,171,19,961,-174,0,S08
703.812,-10,1000,316,-354,898,181,-48,1009,-184,0,S08
703.828,10,1029,306,-345,898,202,-48,1009,-184,0,S08
703.843,30,1009,287,-327,925,202,-58,1028,-213,0,S08
703.859,40,990,306,-300,935,202,-67,1019,-174,0,S08
703.875,40,1009,336,-281,925,212,-19,1000,-194,0,S08
703.89,60,1000,336,-254,953,202,9,1019,-194,0,S08
703.906,50,1000,336,-236,944,181,48,1009,-184,0,S08
703.921,40,1000,297,-254,925,191,48,1019,-174,0,S08
703.937,20,1019,287,-300,935,171,48,1000,-184,0,S08
703.953,10,1009,306,-318,925,161,48,990,-184,0,S08
703.968,10,970,316,-336,907,212,9,980,-174,0,S08
703.984,-10,980,326,-345,907,181,-19,990,-174,0,S08
704.0,-10,1009,306,-354,879,202,-48,1000,-184,0,S08
704.015,10,1009,306,-363,925,202,-48,971,-184,0,S08
704.031,20,1009,316,-327,925,202,-67,1009,-165,0,S08
704.046,40,1009,316,-318,944,202,-48,1028,-184,0,S08
704.062,40,1019,297,-272,962,171,-19,1009,-174,0,S08
704.078,50,1000,297,-236,944,212,9,1019,-165,0,S08
704.093,50,970,316,-245,935,202,58,1038,-165,0,S08
704.109,10,990,336,-281,935,191,58,1000,-165,0,S08
704.125,0,970,326,-318,898,202,48,990,-155,0,S08
704.14,0,1000,316,-363,898,181,38,971,-184,0,S08
704.156,0,1009,297,-381,907,171,-9,971,-194,0,S08
704.171,0,1009,287,-390,888,191,-58,980,-155,0,S08
704.187,-10,990,306,-390,907,202,-48,971,-165,0,S08
704.203,0,1029,316,-327,944,191,-67,1000,-184,0,S08
704.218,40,1019,297,-254,953,191,-48,1009,-174,0,S08
704.234,40,990,297,-254,953,191,-19,1009,-165,0,S08
704.25,60,980,316,-227,953,202,-9,1038,-145,0,S08
704.265,50,1009,316,-218,944,202,29,1038,-184,0,S08
704.281,40,1009,297,-254,953,212,48,1038,-194,0,S08
704.296,40,990,316,-263,935,202,38,1028,-165,0,S08
704.312,40,1000,306,-300,935,181,38,1009,-194,0,S08
704.328,-10,980,316,-327,916,202,19,971,-174,0,S08
704.343,-40,980,346,-372,879,202,-19,980,-174,0,S08
704.359,0,980,306,-400,888,191,-19,961,-174,0,S08
704.375,0,1000,316,-390,898,202,-48,952,-174,0,S08
704.39,30,1029,287,-345,935,202,-48,971,-155,0,S08
704.406,40,1009,306,-290,935,171,-29,1009,-145,0,S08
704.421,40,1019,297,-272,962,171,0,1028,-145,0,S08
704.437,40,1009,287,-236,962,191,29,1047,-174,0,S08
704.453,60,1000,316,-245,962,161,48,1028,-194,0,S08
704.468,40,1000,326,-236,944,191,38,1009,-174,0,S08
704.484,40,1000,287,-263,925,202,29,1000,-194,0,S08
704.5,20,990,297,-318,935,171,9,971,-184,0,S08
704.515,0,1000,316,-345,898,181,-19,990,-184,0,S08
704.531,-10,990,306,-390,888,202,-48,980,-203,0,S08
704.546,-10,990,306,-400,916,181,-48,952,-184,0,S08
704.562,30,980,306,-372,898,191,-67,971,-174,0,S08
704.578,30,980,306,-336,925,181,-29,990,-203,0,S08
704.593,0,1009,306,-300,953,171,0,990,-174,0,S08
704.609,40,990,287,-263,944,171,29,1028,-145,0,S08
704.625,60,1000,306,-245,962,171,38,1057,-145,0,S08
704.64,60,1000,306,-218,962,171,38,1047,-155,0,S08
704.656,50,1019,287,-227,953,181,48,1028,-184,0,S08
704.671,70,970,306,-272,935,202,19,1000,-174,0,S08
704.687,20,990,306,-309,925,191,-9,990,-184,0,S08
704.703,40,980,326,-345,888,202,-29,952,-194,0,S08
704.718,0,1000,326,-372,888,202,-38,952,-174,0,S08
704.734,-20,990,297,-390,888,202,-58,971,-184,0,S08
704.75,0,1000,306,-372,898,202,-19,971,-174,0,S08
704.765,10,1000,306,-345,925,191,0,990,-155,0,S08
704.781,10,1000,316,-281,935,171,38,990,-174,0,S08
704.796,30,1019,306,-263,935,161,48,1038,-174,0,S08
704.812,60,1019,277,-272,953,181,58,1019,-165,0,S08
704.828,40,1000,297,-254,944,171,29,1019,-194,0,S08
704.843,40,1019,306,-254,944,181,9,1009,-203,0,S08
704.859,50,1000,297,-281,925,181,-29,1009,-203,0,S08
704.875,20,980,297,-281,925,181,-29,1009,-203,0,S08
704.89,10,1009,287,-290,907,191,-48,1000,-203,0,S08
704.906,20,1009,297,-327,925,232,-58,1000,-213,0,S08
704.921,30,980,316,-345,916,181,-58,980,-184,0,S08
704.937,30,980,316,-327,916,191,-9,1000,-203,0,S08
704.953,0,1000,326,-318,916,181,29,990,-184,0,S08
704.968,30,1000,306,-345,898,202,58,980,-165,0,S08
704.984,30,980,297,-327,925,161,67,980,-174,0,S08
